0.1,0.04052
0.10975,0.044469
0.12045,0.048804
0.13219,0.053561
0.14508,0.058781
0.15923,0.06451
0.17475,0.070798
0.19179,0.077697
0.21049,0.085269
0.23101,0.093578
0.25354,0.1027
0.27826,0.1127
0.30539,0.12368
0.33516,0.13573
0.36784,0.14895
0.4037,0.16346
0.44306,0.17938
0.48626,0.19684
0.53367,0.21601
0.5857,0.23703
0.64281,0.2601
0.70548,0.28541
0.77426,0.31317
0.84975,0.34362
0.9326,0.37702
1.0235,0.41366
1.1233,0.45383
1.2328,0.49788
1.353,0.54617
1.485,0.59911
1.6298,0.65714
1.7886,0.72071
1.963,0.79036
2.1544,0.86663
2.3645,0.95013
2.595,1.0415
2.848,1.1414
3.1257,1.2507
3.4305,1.3701
3.7649,1.5003
4.132,1.6424
4.5349,1.7972
4.977,1.9656
5.4623,2.1486
5.9948,2.3471
6.5793,2.5619
7.2208,2.7939
7.9248,3.0439
8.6975,3.3124
9.5455,3.5997
10.476,3.9061
11.498,4.2315
12.619,4.5752
13.849,4.9366
15.199,5.3142
16.681,5.7064
18.307,6.111
20.092,6.5255
22.051,6.9471
24.201,7.3727
26.561,7.799
29.151,8.2228
31.993,8.6409
35.112,9.0504
38.535,9.4487
42.292,9.8335
46.416,10.203
50.941,10.555
55.908,10.89
61.359,11.206
67.342,11.503
73.907,11.782
81.113,12.042
89.022,12.284
97.701,12.508
107.23,12.716
117.68,12.909
129.15,13.086
141.75,13.249
155.57,13.399
170.74,13.537
187.38,13.663
205.65,13.779
225.7,13.885
247.71,13.982
271.86,14.071
298.36,14.152
327.45,14.227
359.38,14.295
394.42,14.357
432.88,14.413
475.08,14.465
521.4,14.512
572.24,14.555
628.03,14.595
689.26,14.63
756.46,14.663
830.22,14.693
911.16,14.72
1000,14.745
