0.1,0.040524
0.10975,0.044475
0.12045,0.04881
0.13219,0.053569
0.14508,0.058791
0.15923,0.064522
0.17475,0.070811
0.19179,0.077714
0.21049,0.085289
0.23101,0.093602
0.25354,0.10273
0.27826,0.11274
0.30539,0.12373
0.33516,0.13578
0.36784,0.14902
0.4037,0.16354
0.44306,0.17947
0.48626,0.19696
0.53367,0.21615
0.5857,0.23721
0.64281,0.26031
0.70548,0.28567
0.77426,0.31349
0.84975,0.34401
0.9326,0.3775
1.0235,0.41425
1.1233,0.45456
1.2328,0.49878
1.353,0.54729
1.485,0.60049
1.6298,0.65884
1.7886,0.72283
1.963,0.793
2.1544,0.86992
2.3645,0.95424
2.595,1.0466
2.848,1.1479
3.1257,1.2588
3.4305,1.3802
3.7649,1.5131
4.132,1.6584
4.5349,1.8173
4.977,1.991
5.4623,2.1806
5.9948,2.3873
6.5793,2.6126
7.2208,2.8577
7.9248,3.1241
8.6975,3.4129
9.5455,3.7256
10.476,4.0632
11.498,4.4267
12.619,4.8169
13.849,5.2344
15.199,5.679
16.681,6.1506
18.307,6.6482
20.092,7.1702
22.051,7.7146
24.201,8.2786
26.561,8.8588
29.151,9.4513
31.993,10.052
35.112,10.655
38.535,11.257
42.292,11.853
46.416,12.438
50.941,13.009
55.908,13.561
61.359,14.092
67.342,14.6
73.907,15.082
81.113,15.538
89.022,15.967
97.701,16.369
107.23,16.744
117.68,17.093
129.15,17.417
141.75,17.717
155.57,17.994
170.74,18.25
187.38,18.485
205.65,18.701
225.7,18.9
247.71,19.082
271.86,19.248
298.36,19.401
327.45,19.541
359.38,19.668
394.42,19.785
432.88,19.892
475.08,19.989
521.4,20.078
572.24,20.16
628.03,20.234
689.26,20.301
756.46,20.363
830.22,20.419
911.16,20.471
1000,20.518
