0.1,0.040423
0.10975,0.044353
0.12045,0.048664
0.13219,0.053391
0.14508,0.058577
0.15923,0.064263
0.17475,0.070499
0.19179,0.077336
0.21049,0.084832
0.23101,0.09305
0.25354,0.10206
0.27826,0.11193
0.30539,0.12275
0.33516,0.1346
0.36784,0.14758
0.4037,0.16179
0.44306,0.17736
0.48626,0.19439
0.53367,0.21303
0.5857,0.23342
0.64281,0.25571
0.70548,0.28007
0.77426,0.30667
0.84975,0.33571
0.9326,0.36739
1.0235,0.40192
1.1233,0.43952
1.2328,0.48043
1.353,0.52488
1.485,0.57313
1.6298,0.62543
1.7886,0.68202
1.963,0.74314
2.1544,0.80903
2.3645,0.8799
2.595,0.95593
2.848,1.0373
3.1257,1.124
3.4305,1.2163
3.7649,1.314
4.132,1.4171
4.5349,1.5253
4.977,1.6385
5.4623,1.7563
5.9948,1.8782
6.5793,2.0037
7.2208,2.1321
7.9248,2.2627
8.6975,2.3948
9.5455,2.5275
10.476,2.66
11.498,2.7916
12.619,2.9213
13.849,3.0485
15.199,3.1724
16.681,3.2926
18.307,3.4083
20.092,3.5193
22.051,3.6253
24.201,3.7259
26.561,3.8211
29.151,3.9109
31.993,3.9952
35.112,4.0741
38.535,4.1478
42.292,4.2165
46.416,4.2803
50.941,4.3394
55.908,4.3941
61.359,4.4447
67.342,4.4913
73.907,4.5343
81.113,4.5738
89.022,4.6102
97.701,4.6436
107.23,4.6742
117.68,4.7023
129.15,4.7281
141.75,4.7517
155.57,4.7732
170.74,4.793
187.38,4.8111
205.65,4.8276
225.7,4.8427
247.71,4.8565
271.86,4.8691
298.36,4.8806
327.45,4.8911
359.38,4.9007
394.42,4.9094
432.88,4.9174
475.08,4.9247
521.4,4.9314
572.24,4.9374
628.03,4.943
689.26,4.948
756.46,4.9526
830.22,4.9568
911.16,4.9606
1000,4.9641
