1,2.2138
2,3.2926
3,4.0981
4,4.6936
5,5.1336
6,5.4607
7,5.7064
8,5.8934
9,6.0377
10,6.1506
11,6.2402
12,6.3122
13,6.3707
14,6.4188
15,6.4588
16,6.4924
17,6.5207
18,6.5449
19,6.5657
20,6.5836
