0.1,0.040517
0.10975,0.044466
0.12045,0.048799
0.13219,0.053555
0.14508,0.058775
0.15923,0.064502
0.17475,0.070788
0.19179,0.077685
0.21049,0.085255
0.23101,0.093561
0.25354,0.10268
0.27826,0.11268
0.30539,0.12365
0.33516,0.13569
0.36784,0.14891
0.4037,0.1634
0.44306,0.17931
0.48626,0.19676
0.53367,0.21591
0.5857,0.23691
0.64281,0.25995
0.70548,0.28523
0.77426,0.31295
0.84975,0.34335
0.9326,0.37668
1.0235,0.41324
1.1233,0.45332
1.2328,0.49725
1.353,0.54539
1.485,0.59815
1.6298,0.65594
1.7886,0.71923
1.963,0.78852
2.1544,0.86435
2.3645,0.94729
2.595,1.038
2.848,1.137
3.1257,1.2452
3.4305,1.3631
3.7649,1.4917
4.132,1.6316
4.5349,1.7836
4.977,1.9486
5.4623,2.1274
5.9948,2.3205
6.5793,2.5288
7.2208,2.7527
7.9248,2.9927
8.6975,3.249
9.5455,3.5215
10.476,3.8101
11.498,4.1141
12.619,4.4326
13.849,4.7643
15.199,5.1077
16.681,5.4607
18.307,5.821
20.092,6.1861
22.051,6.5534
24.201,6.9201
26.561,7.2834
29.151,7.6409
31.993,7.9899
35.112,8.3285
38.535,8.6549
42.292,8.9676
46.416,9.2655
50.941,9.5479
55.908,9.8143
61.359,10.065
67.342,10.299
73.907,10.517
81.113,10.721
89.022,10.909
97.701,11.084
107.23,11.245
117.68,11.393
129.15,11.53
141.75,11.656
155.57,11.772
170.74,11.878
187.38,11.975
205.65,12.064
225.7,12.146
247.71,12.22
271.86,12.288
298.36,12.351
327.45,12.408
359.38,12.46
394.42,12.507
432.88,12.551
475.08,12.59
521.4,12.626
572.24,12.659
628.03,12.69
689.26,12.717
756.46,12.742
830.22,12.765
911.16,12.786
1000,12.805
