1,2.678
2,4.2803
3,5.7317
4,7.0402
5,8.2148
6,9.2655
7,10.203
8,11.037
9,11.779
10,12.438
11,13.024
12,13.545
13,14.007
14,14.42
15,14.787
16,15.115
17,15.409
18,15.672
19,15.909
20,16.122
