-1,1,3.3215,9,13.449,25
-0.99,0.99996,3.3217,8.9996,13.45,24.999
-0.98,0.99983,3.3222,8.9985,13.451,24.996
-0.97,0.99962,3.323,8.9967,13.455,24.992
-0.96,0.99932,3.3242,8.9941,13.459,24.985
-0.95,0.99894,3.3257,8.9909,13.465,24.976
-0.94,0.99847,3.3275,8.9868,13.472,24.966
-0.93,0.99792,3.3297,8.9821,13.48,24.954
-0.92,0.99729,3.3322,8.9767,13.489,24.94
-0.91,0.99657,3.335,8.9705,13.5,24.924
-0.9,0.99578,3.3381,8.9636,13.511,24.906
-0.89,0.9949,3.3416,8.9561,13.524,24.887
-0.88,0.99394,3.3453,8.9478,13.539,24.866
-0.87,0.9929,3.3494,8.9389,13.554,24.843
-0.86,0.99179,3.3538,8.9293,13.57,24.818
-0.85,0.9906,3.3585,8.919,13.588,24.792
-0.84,0.98933,3.3635,8.9081,13.607,24.763
-0.83,0.98799,3.3687,8.8965,13.627,24.734
-0.82,0.98657,3.3743,8.8843,13.648,24.702
-0.81,0.98508,3.3802,8.8715,13.67,24.669
-0.8,0.98352,3.3863,8.8581,13.693,24.635
-0.79,0.9819,3.3927,8.8441,13.717,24.599
-0.78,0.9802,3.3994,8.8295,13.742,24.561
-0.77,0.97844,3.4063,8.8143,13.768,24.522
-0.76,0.97662,3.4134,8.7986,13.795,24.482
-0.75,0.97473,3.4209,8.7824,13.823,24.44
-0.74,0.97279,3.4285,8.7656,13.851,24.397
-0.73,0.97078,3.4364,8.7483,13.881,24.352
-0.72,0.96872,3.4445,8.7306,13.911,24.306
-0.71,0.96661,3.4528,8.7124,13.943,24.26
-0.7,0.96444,3.4613,8.6937,13.975,24.212
-0.69,0.96222,3.4701,8.6746,14.008,24.162
-0.68,0.95996,3.479,8.6551,14.041,24.112
-0.67,0.95764,3.4881,8.6352,14.075,24.061
-0.66,0.95529,3.4973,8.6149,14.11,24.009
-0.65,0.9529,3.5067,8.5943,14.145,23.956
-0.64,0.95046,3.5163,8.5733,14.181,23.902
-0.63,0.94799,3.526,8.5521,14.218,23.847
-0.62,0.94549,3.5359,8.5305,14.255,23.791
-0.61,0.94295,3.5458,8.5087,14.292,23.735
-0.6,0.94039,3.5559,8.4866,14.33,23.678
-0.59,0.9378,3.5661,8.4643,14.369,23.621
-0.58,0.93518,3.5764,8.4418,14.407,23.563
-0.57,0.93255,3.5867,8.4191,14.446,23.504
-0.56,0.92989,3.5972,8.3962,14.485,23.446
-0.55,0.92722,3.6077,8.3732,14.525,23.386
-0.54,0.92454,3.6182,8.3501,14.565,23.327
-0.53,0.92185,3.6288,8.3269,14.604,23.267
-0.52,0.91915,3.6394,8.3036,14.644,23.207
-0.51,0.91644,3.6501,8.2803,14.684,23.147
-0.5,0.91373,3.6607,8.257,14.724,23.087
-0.49,0.91102,3.6714,8.2336,14.765,23.027
-0.48,0.90831,3.6821,8.2103,14.805,22.967
-0.47,0.90561,3.6927,8.187,14.845,22.907
-0.46,0.90292,3.7033,8.1638,14.884,22.847
-0.45,0.90023,3.7138,8.1407,14.924,22.788
-0.44,0.89756,3.7243,8.1177,14.963,22.729
-0.43,0.89491,3.7348,8.0949,15.003,22.67
-0.42,0.89227,3.7451,8.0722,15.042,22.611
-0.41,0.88966,3.7554,8.0497,15.08,22.554
-0.4,0.88707,3.7656,8.0274,15.119,22.496
-0.39,0.88451,3.7757,8.0053,15.157,22.439
-0.38,0.88197,3.7856,7.9834,15.194,22.383
-0.37,0.87947,3.7955,7.9619,15.231,22.327
-0.36,0.877,3.8052,7.9406,15.268,22.273
-0.35,0.87456,3.8148,7.9196,15.304,22.219
-0.34,0.87217,3.8242,7.899,15.339,22.166
-0.33,0.86981,3.8334,7.8787,15.374,22.113
-0.32,0.8675,3.8425,7.8588,15.408,22.062
-0.31,0.86524,3.8514,7.8393,15.441,22.012
-0.3,0.86302,3.8602,7.8202,15.474,21.963
-0.29,0.86085,3.8687,7.8016,15.506,21.915
-0.28,0.85874,3.877,7.7834,15.538,21.868
-0.27,0.85668,3.8851,7.7656,15.568,21.822
-0.26,0.85467,3.893,7.7483,15.598,21.778
-0.25,0.85273,3.9006,7.7316,15.626,21.735
-0.24,0.85084,3.9081,7.7153,15.654,21.693
-0.23,0.84902,3.9152,7.6996,15.681,21.652
-0.22,0.84726,3.9221,7.6845,15.707,21.613
-0.21,0.84556,3.9288,7.6699,15.732,21.576
-0.2,0.84393,3.9352,7.6559,15.756,21.54
-0.19,0.84238,3.9413,7.6424,15.779,21.505
-0.18,0.84089,3.9472,7.6296,15.801,21.472
-0.17,0.83947,3.9528,7.6174,15.822,21.441
-0.16,0.83813,3.958,7.6059,15.842,21.411
-0.15,0.83686,3.963,7.5949,15.861,21.383
-0.14,0.83567,3.9677,7.5847,15.879,21.356
-0.13,0.83455,3.9721,7.5751,15.895,21.332
-0.12,0.83352,3.9762,7.5661,15.91,21.309
-0.11,0.83256,3.9799,7.5579,15.925,21.287
-0.1,0.83168,3.9834,7.5503,15.938,21.268
-0.09,0.83088,3.9865,7.5435,15.949,21.25
-0.08,0.83017,3.9893,7.5373,15.96,21.234
-0.07,0.82954,3.9918,7.5318,15.969,21.22
-0.06,0.82899,3.994,7.5271,15.977,21.208
-0.05,0.82852,3.9958,7.5231,15.984,21.198
-0.04,0.82814,3.9973,7.5198,15.99,21.189
-0.03,0.82784,3.9985,7.5172,15.994,21.183
-0.02,0.82763,3.9993,7.5154,15.997,21.178
-0.01,0.8275,3.9998,7.5143,15.999,21.175
0,0.82746,4,7.5139,16,21.174
0.01,0.8275,3.9998,7.5143,15.999,21.175
0.02,0.82763,3.9993,7.5154,15.997,21.178
0.03,0.82784,3.9985,7.5172,15.994,21.183
0.04,0.82814,3.9973,7.5198,15.99,21.189
0.05,0.82852,3.9958,7.5231,15.984,21.198
0.06,0.82899,3.994,7.5271,15.977,21.208
0.07,0.82954,3.9918,7.5318,15.969,21.22
0.08,0.83017,3.9893,7.5373,15.96,21.234
0.09,0.83088,3.9865,7.5435,15.949,21.25
0.1,0.83168,3.9834,7.5503,15.938,21.268
0.11,0.83256,3.9799,7.5579,15.925,21.287
0.12,0.83352,3.9762,7.5661,15.91,21.309
0.13,0.83455,3.9721,7.5751,15.895,21.332
0.14,0.83567,3.9677,7.5847,15.879,21.356
0.15,0.83686,3.963,7.5949,15.861,21.383
0.16,0.83813,3.958,7.6059,15.842,21.411
0.17,0.83947,3.9528,7.6174,15.822,21.441
0.18,0.84089,3.9472,7.6296,15.801,21.472
0.19,0.84238,3.9413,7.6424,15.779,21.505
0.2,0.84393,3.9352,7.6559,15.756,21.54
0.21,0.84556,3.9288,7.6699,15.732,21.576
0.22,0.84726,3.9221,7.6845,15.707,21.613
0.23,0.84902,3.9152,7.6996,15.681,21.652
0.24,0.85084,3.9081,7.7153,15.654,21.693
0.25,0.85273,3.9006,7.7316,15.626,21.735
0.26,0.85467,3.893,7.7483,15.598,21.778
0.27,0.85668,3.8851,7.7656,15.568,21.822
0.28,0.85874,3.877,7.7834,15.538,21.868
0.29,0.86085,3.8687,7.8016,15.506,21.915
0.3,0.86302,3.8602,7.8202,15.474,21.963
0.31,0.86524,3.8514,7.8393,15.441,22.012
0.32,0.8675,3.8425,7.8588,15.408,22.062
0.33,0.86981,3.8334,7.8787,15.374,22.113
0.34,0.87217,3.8242,7.899,15.339,22.166
0.35,0.87456,3.8148,7.9196,15.304,22.219
0.36,0.877,3.8052,7.9406,15.268,22.273
0.37,0.87947,3.7955,7.9619,15.231,22.327
0.38,0.88197,3.7856,7.9834,15.194,22.383
0.39,0.88451,3.7757,8.0053,15.157,22.439
0.4,0.88707,3.7656,8.0274,15.119,22.496
0.41,0.88966,3.7554,8.0497,15.08,22.554
0.42,0.89227,3.7451,8.0722,15.042,22.611
0.43,0.89491,3.7348,8.0949,15.003,22.67
0.44,0.89756,3.7243,8.1177,14.963,22.729
0.45,0.90023,3.7138,8.1407,14.924,22.788
0.46,0.90292,3.7033,8.1638,14.884,22.847
0.47,0.90561,3.6927,8.187,14.845,22.907
0.48,0.90831,3.6821,8.2103,14.805,22.967
0.49,0.91102,3.6714,8.2336,14.765,23.027
0.5,0.91373,3.6607,8.257,14.724,23.087
0.51,0.91644,3.6501,8.2803,14.684,23.147
0.52,0.91915,3.6394,8.3036,14.644,23.207
0.53,0.92185,3.6288,8.3269,14.604,23.267
0.54,0.92454,3.6182,8.3501,14.565,23.327
0.55,0.92722,3.6077,8.3732,14.525,23.386
0.56,0.92989,3.5972,8.3962,14.485,23.446
0.57,0.93255,3.5867,8.4191,14.446,23.504
0.58,0.93518,3.5764,8.4418,14.407,23.563
0.59,0.9378,3.5661,8.4643,14.369,23.621
0.6,0.94039,3.5559,8.4866,14.33,23.678
0.61,0.94295,3.5458,8.5087,14.292,23.735
0.62,0.94549,3.5359,8.5305,14.255,23.791
0.63,0.94799,3.526,8.5521,14.218,23.847
0.64,0.95046,3.5163,8.5733,14.181,23.902
0.65,0.9529,3.5067,8.5943,14.145,23.956
0.66,0.95529,3.4973,8.6149,14.11,24.009
0.67,0.95764,3.4881,8.6352,14.075,24.061
0.68,0.95996,3.479,8.6551,14.041,24.112
0.69,0.96222,3.4701,8.6746,14.008,24.162
0.7,0.96444,3.4613,8.6937,13.975,24.212
