0.1,0.040482
0.10975,0.044423
0.12045,0.048748
0.13219,0.053494
0.14508,0.0587
0.15923,0.064412
0.17475,0.070678
0.19179,0.077553
0.21049,0.085094
0.23101,0.093367
0.25354,0.10244
0.27826,0.11239
0.30539,0.12331
0.33516,0.13527
0.36784,0.1484
0.4037,0.16279
0.44306,0.17856
0.48626,0.19585
0.53367,0.2148
0.5857,0.23556
0.64281,0.2583
0.70548,0.28321
0.77426,0.31048
0.84975,0.34034
0.9326,0.37301
1.0235,0.40873
1.1233,0.44779
1.2328,0.49047
1.353,0.53707
1.485,0.58792
1.6298,0.64337
1.7886,0.70375
1.963,0.76946
2.1544,0.84086
2.3645,0.91835
2.595,1.0023
2.848,1.0931
3.1257,1.191
3.4305,1.2965
3.7649,1.4097
4.132,1.5309
4.5349,1.6603
4.977,1.7978
5.4623,1.9433
5.9948,2.0967
6.5793,2.2576
7.2208,2.4255
7.9248,2.5998
8.6975,2.7795
9.5455,2.9637
10.476,3.1514
11.498,3.3413
12.619,3.5323
13.849,3.7229
15.199,3.9119
16.681,4.0981
18.307,4.2803
20.092,4.4576
22.051,4.629
24.201,4.7938
26.561,4.9514
29.151,5.1014
31.993,5.2435
35.112,5.3776
38.535,5.5035
42.292,5.6215
46.416,5.7317
50.941,5.8343
55.908,5.9296
61.359,6.018
67.342,6.0997
73.907,6.1752
81.113,6.2447
89.022,6.3088
97.701,6.3678
107.23,6.4219
117.68,6.4716
129.15,6.5172
141.75,6.559
155.57,6.5972
170.74,6.6323
187.38,6.6643
205.65,6.6936
225.7,6.7204
247.71,6.7449
271.86,6.7673
298.36,6.7878
327.45,6.8064
359.38,6.8235
394.42,6.839
432.88,6.8532
475.08,6.8662
521.4,6.878
572.24,6.8888
628.03,6.8986
689.26,6.9076
756.46,6.9157
830.22,6.9232
911.16,6.93
1000,6.9362
