-1,1,3.5212,9,14.146,25
-0.99,0.99997,3.5213,8.9997,14.147,24.999
-0.98,0.99988,3.5216,8.999,14.148,24.997
-0.97,0.99973,3.5222,8.9976,14.15,24.994
-0.96,0.99952,3.523,8.9958,14.153,24.989
-0.95,0.99926,3.5241,8.9935,14.158,24.983
-0.94,0.99893,3.5254,8.9906,14.163,24.975
-0.93,0.99855,3.5269,8.9872,14.168,24.966
-0.92,0.9981,3.5287,8.9833,14.175,24.956
-0.91,0.9976,3.5307,8.9789,14.183,24.944
-0.9,0.99705,3.5329,8.974,14.192,24.931
-0.89,0.99643,3.5353,8.9686,14.201,24.916
-0.88,0.99576,3.538,8.9627,14.211,24.901
-0.87,0.99503,3.5409,8.9563,14.222,24.884
-0.86,0.99425,3.5439,8.9494,14.234,24.865
-0.85,0.99342,3.5473,8.9421,14.247,24.846
-0.84,0.99253,3.5508,8.9343,14.261,24.825
-0.83,0.99159,3.5545,8.926,14.275,24.803
-0.82,0.9906,3.5584,8.9173,14.29,24.78
-0.81,0.98956,3.5626,8.9081,14.306,24.755
-0.8,0.98847,3.5669,8.8985,14.323,24.73
-0.79,0.98733,3.5714,8.8885,14.341,24.703
-0.78,0.98615,3.5761,8.8781,14.359,24.675
-0.77,0.98491,3.581,8.8672,14.378,24.646
-0.76,0.98364,3.5861,8.856,14.397,24.616
-0.75,0.98232,3.5913,8.8444,14.418,24.585
-0.74,0.98096,3.5967,8.8324,14.439,24.553
-0.73,0.97955,3.6022,8.8201,14.46,24.521
-0.72,0.97811,3.608,8.8074,14.482,24.487
-0.71,0.97663,3.6138,8.7944,14.505,24.452
-0.7,0.97511,3.6199,8.781,14.528,24.416
-0.69,0.97356,3.626,8.7674,14.552,24.38
-0.68,0.97198,3.6323,8.7534,14.576,24.343
-0.67,0.97036,3.6387,8.7392,14.601,24.305
-0.66,0.96871,3.6452,8.7247,14.627,24.266
-0.65,0.96704,3.6519,8.7099,14.652,24.227
-0.64,0.96533,3.6586,8.6949,14.678,24.187
-0.63,0.96361,3.6655,8.6797,14.705,24.147
-0.62,0.96185,3.6724,8.6643,14.732,24.106
-0.61,0.96008,3.6795,8.6487,14.759,24.064
