0.1,0.040523
0.10975,0.044474
0.12045,0.048809
0.13219,0.053567
0.14508,0.058789
0.15923,0.064519
0.17475,0.070808
0.19179,0.07771
0.21049,0.085285
0.23101,0.093597
0.25354,0.10272
0.27826,0.11273
0.30539,0.12372
0.33516,0.13577
0.36784,0.149
0.4037,0.16352
0.44306,0.17945
0.48626,0.19693
0.53367,0.21612
0.5857,0.23717
0.64281,0.26027
0.70548,0.28561
0.77426,0.31342
0.84975,0.34392
0.9326,0.37739
1.0235,0.41411
1.1233,0.45439
1.2328,0.49857
1.353,0.54703
1.485,0.60018
1.6298,0.65846
1.7886,0.72235
1.963,0.7924
2.1544,0.86917
2.3645,0.9533
2.595,1.0455
2.848,1.1464
3.1257,1.2569
3.4305,1.3779
3.7649,1.5101
4.132,1.6547
4.5349,1.8127
4.977,1.9851
5.4623,2.1731
5.9948,2.3779
6.5793,2.6007
7.2208,2.8427
7.9248,3.1051
8.6975,3.389
9.5455,3.6954
10.476,4.0252
11.498,4.3791
12.619,4.7575
13.849,5.1604
15.199,5.5874
16.681,6.0377
18.307,6.5099
20.092,7.0021
22.051,7.5117
24.201,8.0357
26.561,8.5705
29.151,9.1123
31.993,9.6568
35.112,10.2
38.535,10.737
42.292,11.265
46.416,11.779
50.941,12.277
55.908,12.756
61.359,13.214
67.342,13.649
73.907,14.06
81.113,14.447
89.022,14.81
97.701,15.149
107.23,15.464
117.68,15.757
129.15,16.028
141.75,16.279
155.57,16.51
170.74,16.722
187.38,16.918
205.65,17.097
225.7,17.262
247.71,17.413
271.86,17.551
298.36,17.677
327.45,17.793
359.38,17.899
394.42,17.996
432.88,18.084
475.08,18.165
521.4,18.238
572.24,18.305
628.03,18.367
689.26,18.423
756.46,18.474
830.22,18.52
911.16,18.563
1000,18.601
