-1,1,3.984,9,15.936,25
-0.99,1,3.9841,9,15.936,25
-0.98,1,3.9841,9,15.936,25
-0.97,0.99999,3.9841,8.9999,15.936,25
-0.96,0.99998,3.9841,8.9999,15.936,25
-0.95,0.99998,3.9841,8.9998,15.937,24.999
-0.94,0.99996,3.9842,8.9997,15.937,24.999
-0.93,0.99995,3.9842,8.9996,15.937,24.999
-0.92,0.99994,3.9843,8.9994,15.937,24.998
-0.91,0.99992,3.9844,8.9993,15.937,24.998
-0.9,0.9999,3.9844,8.9991,15.938,24.998
-0.89,0.99988,3.9845,8.9989,15.938,24.997
-0.88,0.99986,3.9846,8.9987,15.938,24.996
-0.87,0.99984,3.9847,8.9985,15.939,24.996
-0.86,0.99981,3.9848,8.9983,15.939,24.995
-0.85,0.99978,3.9849,8.998,15.94,24.995
-0.84,0.99975,3.985,8.9978,15.94,24.994
-0.83,0.99972,3.9852,8.9975,15.941,24.993
-0.82,0.99969,3.9853,8.9972,15.941,24.992
-0.81,0.99966,3.9854,8.9969,15.942,24.991
-0.8,0.99962,3.9856,8.9966,15.942,24.99
-0.79,0.99958,3.9857,8.9962,15.943,24.99
-0.78,0.99954,3.9859,8.9959,15.944,24.989
-0.77,0.9995,3.986,8.9955,15.944,24.988
-0.76,0.99946,3.9862,8.9951,15.945,24.986
-0.75,0.99942,3.9864,8.9947,15.946,24.985
-0.74,0.99937,3.9866,8.9943,15.946,24.984
-0.73,0.99932,3.9867,8.9939,15.947,24.983
-0.72,0.99928,3.9869,8.9935,15.948,24.982
-0.71,0.99923,3.9871,8.9931,15.949,24.981
-0.7,0.99918,3.9873,8.9926,15.949,24.979
-0.69,0.99913,3.9875,8.9921,15.95,24.978
-0.68,0.99907,3.9878,8.9917,15.951,24.977
-0.67,0.99902,3.988,8.9912,15.952,24.976
-0.66,0.99897,3.9882,8.9907,15.953,24.974
-0.65,0.99891,3.9884,8.9902,15.954,24.973
-0.64,0.99885,3.9886,8.9897,15.955,24.971
-0.63,0.9988,3.9889,8.9892,15.955,24.97
-0.62,0.99874,3.9891,8.9887,15.956,24.969
-0.61,0.99868,3.9893,8.9881,15.957,24.967
-0.6,0.99862,3.9896,8.9876,15.958,24.966
-0.59,0.99856,3.9898,8.9871,15.959,24.964
-0.58,0.9985,3.99,8.9865,15.96,24.963
-0.57,0.99844,3.9903,8.986,15.961,24.961
-0.56,0.99838,3.9905,8.9854,15.962,24.959
-0.55,0.99832,3.9908,8.9849,15.963,24.958
-0.54,0.99826,3.991,8.9843,15.964,24.956
-0.53,0.99819,3.9913,8.9837,15.965,24.955
-0.52,0.99813,3.9915,8.9832,15.966,24.953
-0.51,0.99807,3.9918,8.9826,15.967,24.952
-0.5,0.99801,3.992,8.9821,15.968,24.95
-0.49,0.99794,3.9923,8.9815,15.969,24.949
-0.48,0.99788,3.9925,8.9809,15.97,24.947
