0.1,0.040502
0.10975,0.044448
0.12045,0.048778
0.13219,0.05353
0.14508,0.058743
0.15923,0.064465
0.17475,0.070742
0.19179,0.07763
0.21049,0.085188
0.23101,0.093479
0.25354,0.10258
0.27826,0.11256
0.30539,0.12351
0.33516,0.13552
0.36784,0.14869
0.4037,0.16314
0.44306,0.17899
0.48626,0.19638
0.53367,0.21544
0.5857,0.23634
0.64281,0.25925
0.70548,0.28437
0.77426,0.3119
0.84975,0.34207
0.9326,0.37512
1.0235,0.41132
1.1233,0.45096
1.2328,0.49435
1.353,0.54182
1.485,0.59375
1.6298,0.65051
1.7886,0.71252
1.963,0.78022
2.1544,0.85407
2.3645,0.93455
2.595,1.0222
2.848,1.1174
3.1257,1.2209
3.4305,1.333
3.7649,1.4543
4.132,1.5853
4.5349,1.7264
4.977,1.8779
5.4623,2.04
5.9948,2.2131
6.5793,2.3969
7.2208,2.5915
7.9248,2.7963
8.6975,3.0109
9.5455,3.2345
10.476,3.466
11.498,3.7042
12.619,3.9477
13.849,4.1949
15.199,4.4441
16.681,4.6936
18.307,4.9416
20.092,5.1863
22.051,5.4263
24.201,5.6599
26.561,5.886
29.151,6.1035
31.993,6.3116
35.112,6.5096
38.535,6.6972
42.292,6.874
46.416,7.0402
50.941,7.1957
55.908,7.3409
61.359,7.4759
67.342,7.6013
73.907,7.7174
81.113,7.8247
89.022,7.9237
97.701,8.0149
107.23,8.0989
117.68,8.176
129.15,8.2469
141.75,8.3118
155.57,8.3714
170.74,8.426
187.38,8.4759
205.65,8.5216
225.7,8.5634
247.71,8.6017
271.86,8.6366
298.36,8.6685
327.45,8.6976
359.38,8.7242
394.42,8.7485
432.88,8.7707
475.08,8.7909
521.4,8.8094
572.24,8.8262
628.03,8.8416
689.26,8.8556
756.46,8.8683
830.22,8.88
911.16,8.8906
1000,8.9003
